2017-01desktop,2017-01mobile,2017-02desktop,2017-02mobile,2017-03desktop,2017-03mobile,2017-04desktop,2017-04mobile,2017-05desktop,2017-05mobile,2017-06desktop,2017-06mobile,2017-07desktop,2017-07mobile,2017-08desktop,2017-08mobile,2017-09desktop,2017-09mobile,2017-10desktop,2017-10mobile,2017-11desktop,2017-11mobile,2017-12desktop,2017-12mobile,
 2,280, 3,460, 2,310, 3,180, 2,400, 3,800, 2,010, 3,500, 2,610, 3,500, 2,160, 3,410, 1,790, 3,330, 1,730, 3,450, 1,930, 3,250, 2,200, 3,340, 1,630, 3,820, 1,800, 3,260,
남성desktop,남성mobile,여성desktop,여성mobile,
 67.64%, 48.1%, 32.36%, 51.9%,
